4,15.5735,3.65349,10.15,10.3699,9.25243,3.04178
5,16.4032,4.92896,11.3,11.5451,8.68043,2.94626
6,16.4032,4.22207,10.65,10.3669,11.3642,3.37108
7,16.9447,7.05683,11.3,10.8063,7.98649,2.82604
8,16.9447,8.49972,12.1,12.6817,7.79574,2.79209
9,20.5596,8.47311,13.8,14.9696,10.7228,3.27457
10,20.5596,10.1167,15.25,16.0553,7.66563,2.76869
11,20.5596,5.14333,14.2,15.4525,14.8486,3.85338
12,20.5596,5.14333,14.35,16.3053,15.092,3.88484
13,20.5596,7.87968,14,15.7304,15.8497,3.98117
14,20.5596,9.05221,15.65,16.4931,8.79875,2.96627
15,23.1207,8.15587,15.35,16.4931,15.4701,3.9332
16,23.2216,9.57574,15.3,15.5879,20.1944,4.49382
17,23.2014,6.65964,14.15,13.7962,26.184,5.11704
18,22.7258,9.32457,14.55,14.9297,16.4958,4.06151
19,22.7258,8.52222,15.05,15.7304,21.9788,4.68816
20,22.7258,9.18034,15.7,15.564,24.6223,4.96208
21,22.7258,8.28618,17.4,20.7262,27.1794,5.21338
0,114.619,4.11551,62.7833,64.3371,690.165,26.271
1,118.743,-22.7624,53.1167,57.8894,1066.79,32.6618
2,121.651,-9.69205,66.5833,64.4071,770.079,27.7503
3,121.651,-3.40779,78.6,84.3462,716.462,26.7668
4,127.319,47.5873,100.65,107.681,351.275,18.7423
5,127.062,51.6028,112.917,116.156,140.741,11.8635
6,127.595,101.544,118.717,118.454,29.4196,5.42399
7,128.228,110.442,123.217,125.793,23.0465,4.80068
0,81.1352,7.65312,32.6,29.0589,356.256,18.8748
1,60.5665,-27.0287,8.96667,3.55919,354.565,18.8299
2,58.3575,-27.0287,18.0667,15.1453,350.946,18.7336
3,72.9546,-9.91069,24.5167,22.1623,369.789,19.2299
4,72.9546,-12.1951,27.0833,32.8516,409.833,20.2443
5,103.625,-12.1604,35.3167,37.3042,662.202,25.7333
0,81.5192,3.53181,34.6333,36.0078,313.096,17.6945
1,84.2316,-32.568,20.0833,16.9857,843.812,29.0484
2,84.0383,-32.5678,32.5,35.9602,988.216,31.4359
3,83.9737,-20.2944,45.6667,51.2073,706.732,26.5844
4,84.1672,1.0562,55.6833,56.5563,641.688,25.3316
5,84.1672,21.3232,73.3833,83.4143,277.989,16.673
0,60.1229,0.402952,28.1,25.8491,256.614,16.0192
1,60.3214,-19.5287,14.1167,14.7353,248.226,15.7552
2,60.2237,-146.348,14.75,16.1872,796.692,28.2257
3,82.5856,-146.245,22.0833,23.3846,888.118,29.8013
4,82.5856,-16.5946,36.8167,30.2832,596.62,24.4258
5,82.5856,9.94397,54.9667,54.6426,542.237,23.286
6,82.5856,23.5688,72.5,82.5856,285.349,16.8923
7,82.7341,31.3139,79.3667,82.5856,82.4154,9.07829
8,82.5856,76.9936,81.8833,82.5856,0.823952,0.907718
9,82.7341,79.7285,81.9333,82.5856,0.457166,0.67614
10,82.7341,77.2965,81.9,82.5856,0.725833,0.851958
11,82.7341,77.4494,81.8833,82.5856,0.753414,0.867994
12,82.7341,78.5154,81.9167,82.5856,0.61793,0.786085
13,82.7341,79.5769,81.9333,82.5856,0.496373,0.704537
0,48.1833,5.98315,28.1667,28.4376,89.1967,9.4444
1,55.4458,3.21557,26.8333,27.4228,109.192,10.4495
2,55.3818,-0.431425,26.6833,27.5665,144.814,12.0339
3,55.4004,-0.430945,25.05,27.7498,199.184,14.1132
4,47.4096,-0.431859,28.05,28.2012,130.566,11.4266
5,47.4096,1.38858,32.5167,34.0901,114.703,10.71
6,47.4404,15.8243,36.8667,42.8403,62.3002,7.89305
0,102.824,10.5049,61.95,69.7362,730.288,27.0238
1,117.855,-18.177,54.3,62.5799,1127.33,33.5757
2,122.566,-13.8612,46.7,38.2421,1506.08,38.8083
3,122.566,-5.77131,67,68.0128,1493.46,38.6453
4,122.567,-6.96,67.4,62.0483,1703.96,41.279
5,134.192,9.03336,83.6,101.779,1943.19,44.0816
6,134.108,13.8277,114.9,118.554,655.077,25.5945
7,134.192,97.8238,118.75,118.78,114.52,10.7014
8,134.192,118.437,124.65,122.653,43.1928,6.57212
9,134.274,118.78,129.9,134.192,36.3317,6.02758
10,134.192,118.554,131.7,134.021,26.3758,5.13574
0,128.619,6.47641,64.8667,69.6478,1073.3,32.7612
1,82.5641,-13.0286,42,46.857,795.596,28.2063
2,108.106,-38.6759,39.7333,41.9515,1573.2,39.6636
3,108.701,-24.8554,59.1667,69.0838,1265.99,35.5808
4,108.701,12.9773,72,75.7256,858.274,29.2963
5,108.701,30.2678,87.8,94.2467,332.479,18.234
6,110.828,65.9107,94.6333,98.5873,186.324,13.6501
7,115.342,57.3632,100.167,106.923,234.019,15.2977
8,116.476,57.3866,105.4,108.304,165.411,12.8612
9,117.163,95.0563,110.733,111.521,17.6795,4.2047
10,116.774,105.938,111.667,112.574,8.91674,2.98609
0,104.78,15.0259,60.425,59.7177,560.029,23.6649
1,157.223,-17.8658,61.025,74.1635,1347.55,36.709
2,157.223,-1.36594,75.725,87.7445,1308.76,36.1768
3,157.221,19.463,100.8,109.399,667.532,25.8366
4,157.209,43.504,116.775,121.134,358.487,18.9337
5,159.388,9.52813,122.45,122.883,637.637,25.2515
6,161.714,9.52813,128.725,136.412,1331.88,36.4949
7,161.621,9.52813,140.5,153.254,1246.88,35.3112
8,163.209,9.52813,150.35,157.223,629.152,25.0829
9,163.942,9.52813,151.05,157.223,640.396,25.306
10,164.056,9.41555,153.275,158.776,574.46,23.9679
11,164.056,149.611,158,161.26,21.1239,4.59608
12,164.056,145.842,158.05,161.604,28.9295,5.37861
0,125.953,3.96618,60.8,63.9719,660.275,25.6958
1,110.127,-1.01038,57.84,68.0123,1008.6,31.7585
2,124.472,-15.0948,70.64,80.3806,997.758,31.5873
3,123.622,-15.0954,83.66,85.1182,468.804,21.6519
4,125.676,5.38851,89.42,90.4064,508.589,22.5519
5,126.181,51.7192,101.2,111.167,333.641,18.2658
6,132.77,55.1196,111.22,116.212,232.882,15.2605
7,132.77,55.0977,112.34,118.723,397.54,19.9384
8,139.09,36.8552,115.18,126.485,610.94,24.7172
9,139.416,36.8552,124.06,130.864,357.379,18.9045
10,139.416,95.267,130.84,132.644,46.5009,6.81916
11,139.416,126.673,134.08,134.255,8.9906,2.99843
12,139.416,127.735,134.84,135.658,9.92115,3.14979
13,139.568,127.735,136.44,138.923,11.4032,3.37687
14,139.416,127.735,138.2,139.416,4.27241,2.06698
15,139.416,136.506,138.82,139.416,0.609422,0.780655
16,139.568,137.848,138.96,139.416,0.236111,0.485912
17,139.568,138.217,138.98,139.416,0.204813,0.452563
18,139.568,135.089,138.92,139.416,0.549602,0.741351
19,139.416,137.848,138.96,139.416,0.232797,0.482491
20,139.568,137.661,138.96,139.416,0.245309,0.495286
21,139.568,138.399,138.98,139.416,0.200674,0.447967
0,105.464,-26.0959,36.8167,33.1483,1095.03,33.0913
1,112.467,-10.7058,51.5167,47.1566,1250.59,35.3637
