0,154.054,29.5295,75.48,74.6294,918.677,30.3097
0,144.623,22.2913,71.1167,70.8956,687.152,26.2136
0,113.768,32.6941,67.25,56.7056,613.651,24.772
1,86.924,-4.22017e+37,-1.61061e+09,-4.22017e+37,inf,inf
2,113.805,-4.22017e+37,-1.18112e+09,-4.22017e+37,inf,inf
3,113.822,-4.22017e+37,-8.58993e+08,42.3468,inf,inf
4,131.052,-4.22017e+37,-5.36871e+08,81.2083,inf,inf
5,131.052,-4.22017e+37,-3.22122e+08,97.037,inf,inf
6,117.535,-4.22017e+37,-2.14748e+08,98.6464,inf,inf
7,134.034,-4.22017e+37,-3.22122e+08,92.0197,inf,inf
0,13.9158,0.8197,6.05,5.73659,13.756,3.70891
0,13.0794,1.71454,5.95,5.96776,10.3018,3.20964
1,15.9077,3.49286,7.3,6.47757,13.9324,3.73261
2,16.1685,3.68215,8.1,6.55859,14.9756,3.86983
0,18.7999,-2.15305,6.65,5.63689,19.0132,4.36041
0,14.039,0.612535,6.3,6.64989,10.5,3.24037
1,10.1352,0.750454,6.05,6.30273,6.62102,2.57313
0,19.563,-0.0373606,5.73333,5.51817,16.1072,4.01338
0,110.466,6.78654,64.65,66.9322,606.7,24.6313
0,115.634,0.47782,62.9667,65.3654,704.343,26.5395
0,118.942,18.9085,67.6167,67.3294,589.064,24.2706
1,117.11,-4.22017e+37,-1.21691e+09,-4.22017e+37,inf,inf
0,120.996,10.834,61.9,60.0034,705.4,26.5594
0,12.2774,-1.42257,5.1,5.11896,10.7705,3.28184
1,12.2774,-0.214175,5.65,5.33549,7.92494,2.81513
0,12.3016,-0.188942,5.55,5.77223,11.9677,3.45944
1,16.7018,3.12647,8.05,7.37919,12.9753,3.60213
2,16.7018,3.59629,10.3,10.2325,11.3021,3.36187
3,15.9152,5.81572,10.8,10.8526,10.9839,3.31419
4,16.6439,5.81572,12.55,14.0323,10.108,3.17931
5,16.6439,7.1752,14.1,15.4679,6.55275,2.55983
6,17.2439,7.1752,15.05,15.819,4.62248,2.14999
7,17.2439,7.1752,15.4,16.1486,4.89717,2.21296
8,17.2817,15.819,16.05,16.4798,0.570451,0.755282
0,130.936,17.2114,61.85,59.4771,658.284,25.657
0,128.789,4.23575,62.4833,60.8629,953.632,30.8809
1,129.399,-30.208,44.05,42.1676,1136.25,33.7084
2,129.399,7.91771,75.7833,79.1828,1226.04,35.0148
3,129.399,27.3031,94.5833,99.6163,692.01,26.3061
4,129.399,43.904,109.567,102.349,386.731,19.6655
0,117.931,11.7663,62.8,65.9593,593.434,24.3605
1,129.797,-7.16543,49.5833,48.0375,770.099,27.7507
2,123.146,-11.9859,67.9667,72.2584,726.647,26.9564
3,123.146,-4.73327,69.4167,73.4393,1171.45,34.2265
4,123.146,-0.896383,91.1,98.7729,1066.49,32.6572
5,123.146,30.292,113.083,123.146,366.159,19.1353
6,123.146,70.6513,120.983,123.146,63.7084,7.98175
7,123.285,70.6513,121.967,123.146,46.1336,6.79217
8,123.285,118.925,122.867,123.146,0.328649,0.573279
9,123.285,118.925,122.883,123.146,0.330658,0.575029
10,123.285,118.339,122.783,123.146,0.445662,0.667579
11,123.285,119.53,122.75,123.146,0.288162,0.536807
12,123.285,118.925,122.733,123.146,0.390468,0.624875
13,123.285,118.339,122.767,123.146,0.442987,0.665573
14,123.285,116.936,122.783,123.146,0.69116,0.831361
0,17.2134,0.40969,6.85,6.47202,14.5939,3.8202
0,14.7266,-1.62964,6.25,5.46587,17.072,4.13183
0,10.5766,-0.736008,4.7,4.58505,10.2154,3.19616
0,17.1632,0.469873,5.2,4.3252,18.9775,4.35632
0,15.7508,-1.77213,6,6.66145,23.2456,4.82137
0,16.7923,2.25185,6.1,5.29321,17.0822,4.13306
0,14.5952,-0.57648,5.4,4.22831,20.5303,4.53103
0,11.5901,1.14353,6,5.91812,11.2593,3.35548
0,11.2653,1.30624,4.9,4.64539,6.36053,2.52201
0,14.5802,1.10162,4.8,4.04323,14.316,3.78365
0,13.0577,1.72997,6.2,5.94026,12.8435,3.58379
0,17.0897,2.74229,6.2,5.85368,12.9254,3.59519
0,14.6536,1.28358,6.5,5.91768,16.608,4.07529
0,11.2303,0.865333,4.85,5.12467,6.90944,2.62858
0,16.9646,1.52559,5.8,4.93835,19.5356,4.41991
1,17.087,2.34538,7.35,7.08556,16.6754,4.08355
2,17.087,2.64153,7.95,7.92587,12.29,3.50571
3,16.9646,1.68234,7.55,7.92587,15.6789,3.95966
0,15.1907,0.637221,5.95,5.9286,15.9819,3.99773
1,15.277,2.68602,7.3,6.65656,10.8786,3.29827
2,15.277,1.9198,7.75,7.61477,11.9606,3.45841
3,15.277,1.37697,6.85,7.54451,14.6541,3.82807
4,15.277,1.27469,7.05,7.1431,10.4987,3.24018
5,15.277,3.69336,8.1,7.86007,8.66349,2.94338
0,12.5529,1.81217,5.05,4.97074,5.29956,2.30208
1,12.2398,1.81217,6.4,6.04082,9.6622,3.10841
2,12.5006,3.25921,7.85,8.92597,9.64017,3.10486
0,15.5369,-0.664509,6.25,6.38007,25.5699,5.05666
1,16.3186,0.854148,7.45,6.38007,23.9162,4.89042
2,16.3186,3.16413,9.1,7.94718,17.9666,4.2387
3,15.5735,3.51688,9.25,10.1501,13.1623,3.62798
